index,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,day_of_trip,pickup_zip,pickup_borough,dropoff_zip,dropoff_borough
5863,id1947560,2,5/1/16 4:58,5/1/16 5:00,6,-73.95381165,40.81135178,-73.95765686,40.81507874,Sunday,10027,Manhattan,10027,Manhattan
5864,id3196526,1,3/5/16 14:39,3/5/16 14:55,1,-73.93019104,40.75204849,-73.89296722,40.7505455,Saturday,11101,Queens,11372,Queens
5865,id1936087,2,5/22/16 12:03,5/22/16 12:11,5,-73.96724701,40.76041031,-73.96069336,40.76831055,Sunday,10022,Manhattan,10021,Manhattan
5866,id0658266,2,1/9/16 23:42,1/9/16 23:48,3,-73.99186707,40.72605133,-73.99497223,40.73395157,Saturday,10012,Manhattan,10003,Manhattan
5867,id3965442,1,6/19/16 1:33,6/19/16 1:52,1,-73.98635101,40.72209549,-73.94755554,40.66259384,Sunday,10002,Manhattan,11225,Brooklyn
5868,id1123208,1,2/5/16 14:46,2/5/16 14:55,1,-73.96271515,40.77487946,-73.95252991,40.76644135,Friday,10075,Manhattan,10021,Manhattan
5869,id0945606,2,5/5/16 10:30,5/5/16 10:31,1,-73.96518707,40.77162933,-73.96233368,40.77083969,Thursday,10021,Manhattan,10021,Manhattan
5870,id2981411,2,2/2/16 8:17,2/2/16 8:35,1,-73.98737335,40.73287964,-73.95939636,40.77360153,Tuesday,10003,Manhattan,10075,Manhattan
5871,id1312416,2,2/15/16 0:38,2/15/16 0:45,1,-73.98321533,40.72348785,-73.986763,40.73316956,Monday,10009,Manhattan,10003,Manhattan
5872,id2465622,1,6/28/16 10:11,6/28/16 10:35,1,-74.0063324,40.7232933,-73.99105835,40.75543594,Tuesday,10013,Manhattan,10018,Manhattan
5873,id3017276,2,2/22/16 17:04,2/22/16 17:06,2,-73.96569061,40.76197815,-73.96070099,40.76667023,Monday,10022,Manhattan,10065,Manhattan
5874,id2611461,1,4/17/16 13:04,4/17/16 13:19,1,-73.97796631,40.75221252,-73.99781799,40.7661438,Sunday,10017,Manhattan,10019,Manhattan
5875,id3269670,1,5/31/16 12:38,5/31/16 12:44,1,-73.96239471,40.81029892,-73.9708252,40.79686356,Tuesday,10027,Manhattan,10025,Manhattan
5877,id1965671,2,1/12/16 8:00,1/12/16 8:17,1,-73.95881653,40.76504135,-73.97792816,40.74908066,Tuesday,10065,Manhattan,10016,Manhattan
5878,id1219346,2,2/27/16 3:42,2/27/16 4:30,2,-74.00619507,40.74305344,-73.92980957,40.70301819,Saturday,10011,Manhattan,11206,Brooklyn
5879,id2844769,2,5/18/16 17:20,5/18/16 17:33,1,-74.00234985,40.72917557,-74.00837708,40.71442795,Wednesday,10014,Manhattan,10007,Manhattan
5880,id3652773,1,2/21/16 14:39,2/21/16 14:51,1,-74.00341797,40.72708511,-73.97710419,40.75059509,Sunday,10014,Manhattan,10017,Manhattan
5881,id3280140,2,3/8/16 12:06,3/8/16 12:17,1,-73.97189331,40.75740051,-73.98871613,40.73514175,Tuesday,10022,Manhattan,10003,Manhattan
5882,id2743727,2,3/12/16 1:05,3/12/16 1:11,1,-73.98747253,40.7490387,-73.98075867,40.74483109,Saturday,10001,Manhattan,10016,Manhattan
5883,id0882468,2,5/17/16 3:59,5/17/16 4:18,1,-73.99569702,40.76712036,-73.95281219,40.7467804,Tuesday,10019,Manhattan,11101,Queens
5884,id2274200,1,5/7/16 15:24,5/7/16 15:36,1,-73.98942566,40.76290894,-73.98686981,40.75131989,Saturday,10019,Manhattan,10018,Manhattan
5885,id1496950,2,4/3/16 9:40,4/3/16 9:53,1,-73.99880981,40.76100922,-73.96440125,40.76795959,Sunday,10036,Manhattan,10065,Manhattan
5886,id2838847,2,5/6/16 17:08,5/6/16 17:20,2,-73.98005676,40.78100967,-73.96124268,40.77754974,Friday,10023,Manhattan,10028,Manhattan
5887,id2456177,1,6/4/16 23:19,6/4/16 23:39,1,-73.95747375,40.77695465,-73.98131561,40.73326492,Saturday,10028,Manhattan,10003,Manhattan
5888,id3626065,2,3/16/16 7:54,3/16/16 8:13,1,-73.97731781,40.72584915,-73.96627045,40.76467133,Wednesday,10009,Manhattan,10065,Manhattan
5889,id0803458,2,2/3/16 0:39,2/3/16 0:55,1,-73.98721313,40.73324203,-73.93884277,40.80259323,Wednesday,10003,Manhattan,10035,Manhattan
5890,id0027673,2,2/3/16 22:45,2/3/16 22:50,1,-73.97293091,40.74367142,-73.98747253,40.74983978,Wednesday,10016,Manhattan,10001,Manhattan
5891,id0060718,2,1/30/16 21:46,1/30/16 21:55,1,-73.99087524,40.74541855,-73.97707367,40.76427841,Saturday,10001,Manhattan,10019,Manhattan
5892,id3579565,2,5/21/16 16:41,5/21/16 17:05,1,-73.99378204,40.75183868,-73.96829224,40.79145813,Saturday,10001,Manhattan,10025,Manhattan
5893,id0279538,1,1/4/16 18:08,1/4/16 18:25,1,-73.96251678,40.76715088,-73.96672058,40.80343628,Monday,10065,Manhattan,10025,Manhattan
5895,id0170737,1,1/4/16 20:40,1/4/16 20:53,1,-73.99772644,40.72916031,-73.94847107,40.71838379,Monday,10012,Manhattan,11211,Brooklyn
5897,id1108193,1,1/16/16 9:17,1/16/16 9:28,2,-73.9485321,40.78923035,-73.97924805,40.78186035,Saturday,10029,Manhattan,10024,Manhattan
5898,id3111221,2,3/12/16 12:38,3/12/16 12:54,1,-73.97213745,40.78135681,-73.9924469,40.75513077,Saturday,10024,Manhattan,10018,Manhattan
5899,id3841187,1,6/21/16 7:32,6/21/16 7:47,1,-73.95719147,40.7858963,-73.97277832,40.75936127,Tuesday,10128,Manhattan,10022,Manhattan
5900,id3376471,2,4/15/16 20:42,4/15/16 20:42,1,-73.97218323,40.78636551,-73.9723053,40.78609085,Friday,10024,Manhattan,10024,Manhattan
5901,id3096636,2,3/10/16 11:52,3/10/16 12:05,1,-73.99674988,40.76274109,-73.9821701,40.74762344,Thursday,10036,Manhattan,10016,Manhattan
5902,id3377390,2,3/15/16 19:19,3/15/16 19:32,1,-73.97981262,40.75551987,-73.96077728,40.76055908,Tuesday,10036,Manhattan,10022,Manhattan
5903,id1798883,2,6/11/16 16:22,6/11/16 16:43,1,-73.96289063,40.76642227,-73.9994278,40.73859024,Saturday,10065,Manhattan,10011,Manhattan
5904,id3349350,1,4/8/16 23:24,4/8/16 23:37,1,-73.97810364,40.72524261,-73.99982452,40.72172928,Friday,10009,Manhattan,10013,Manhattan
5905,id3131760,2,6/12/16 21:54,6/12/16 22:00,1,-73.98815155,40.74990082,-73.99466705,40.74544144,Sunday,10001,Manhattan,10001,Manhattan
5907,id3019050,1,1/8/16 18:05,1/8/16 18:18,1,-73.98188019,40.76863861,-73.9642334,40.79479599,Friday,10023,Manhattan,10025,Manhattan
5908,id1817028,2,6/16/16 19:55,6/16/16 20:11,5,-73.95644379,40.77827072,-73.98950958,40.76256561,Thursday,10028,Manhattan,10019,Manhattan
5910,id1662776,2,3/6/16 5:56,3/6/16 5:59,1,-73.98622894,40.72624969,-73.97989655,40.72533798,Sunday,10009,Manhattan,10009,Manhattan
5911,id1171215,2,2/18/16 9:34,2/18/16 9:56,1,-73.97907257,40.78522873,-74.00596619,40.71551895,Thursday,10024,Manhattan,10007,Manhattan
5912,id3191569,1,1/17/16 3:27,1/17/16 4:08,4,-73.99996185,40.73068237,-73.90779114,40.68370438,Sunday,10012,Manhattan,11207,Brooklyn
5913,id3391024,2,4/11/16 15:09,4/11/16 15:23,3,-73.99131012,40.75016785,-73.98268127,40.73049164,Monday,10001,Manhattan,10009,Manhattan
5914,id3797223,1,2/1/16 21:07,2/1/16 21:34,1,-73.99590302,40.7386055,-73.92913818,40.7002182,Monday,10011,Manhattan,11206,Brooklyn
5915,id3031340,2,1/28/16 18:01,1/28/16 18:06,1,-73.99720764,40.74184036,-73.98903656,40.73740005,Thursday,10011,Manhattan,10003,Manhattan
5916,id1159078,1,2/9/16 14:22,2/9/16 14:32,1,-73.97216797,40.79449463,-73.98239899,40.77425003,Tuesday,10025,Manhattan,10023,Manhattan
5917,id1444032,1,1/10/16 13:41,1/10/16 13:46,1,-73.97010803,40.79960251,-73.97480011,40.78752899,Sunday,10025,Manhattan,10024,Manhattan
5918,id0037633,2,6/19/16 8:52,6/19/16 9:01,1,-73.96936798,40.80060577,-73.98070526,40.78160095,Sunday,10025,Manhattan,10023,Manhattan
5919,id0825885,1,1/29/16 17:20,1/29/16 17:42,1,-73.98269653,40.75086975,-73.98332214,40.76210403,Friday,10016,Manhattan,10019,Manhattan
5921,id2641159,1,1/14/16 7:49,1/14/16 7:55,1,-73.99302673,40.75405884,-73.98213196,40.76028824,Thursday,10018,Manhattan,10020,Manhattan
5922,id1920339,2,5/20/16 17:46,5/20/16 17:59,1,-74.00788116,40.7052002,-74.01178741,40.71672058,Friday,10005,Manhattan,10013,Manhattan
5923,id0902462,1,2/7/16 9:17,2/7/16 9:36,1,-73.96881866,40.79350281,-73.9720993,40.75811386,Sunday,10025,Manhattan,10022,Manhattan
5924,id0942307,1,2/3/16 18:11,2/3/16 18:16,1,-73.97200775,40.75954437,-73.96446991,40.75658035,Wednesday,10022,Manhattan,10022,Manhattan
5927,id3775708,2,5/20/16 2:36,5/20/16 2:46,6,-73.99215698,40.72737885,-73.96443176,40.75893021,Friday,10003,Manhattan,10022,Manhattan
5928,id3486054,1,4/8/16 20:49,4/8/16 21:19,2,-74.01082611,40.70946503,-73.94317627,40.67488861,Friday,10038,Manhattan,11213,Brooklyn
5929,id2518068,2,2/11/16 17:00,2/11/16 17:08,1,-73.96578217,40.77434921,-73.97668457,40.76444244,Thursday,10021,Manhattan,10019,Manhattan
5930,id2067847,2,3/23/16 23:31,3/23/16 23:41,1,-73.97528076,40.75283813,-73.99729919,40.75207901,Wednesday,10017,Manhattan,10001,Manhattan
5932,id3245865,2,5/16/16 22:12,5/16/16 22:20,5,-74.00268555,40.7266922,-73.98679352,40.73379135,Monday,10012,Manhattan,10003,Manhattan
5933,id3133623,2,6/7/16 22:27,6/7/16 22:33,6,-73.97432709,40.78346634,-73.97432709,40.79337692,Tuesday,10024,Manhattan,10025,Manhattan
5934,id3079334,2,6/21/16 21:42,6/21/16 21:59,5,-73.9723587,40.75603104,-74.00282288,40.76039886,Tuesday,10022,Manhattan,10019,Manhattan
5935,id3456698,2,2/21/16 19:06,2/21/16 19:26,1,-73.97434235,40.7908287,-73.92967224,40.85477829,Sunday,10024,Manhattan,10040,Manhattan
5936,id1703395,2,1/8/16 7:45,1/8/16 8:08,2,-73.996315,40.69439316,-73.97509003,40.75554276,Friday,11201,Brooklyn,10017,Manhattan
5937,id2619163,2,6/18/16 17:36,6/18/16 17:46,1,-73.95754242,40.78202057,-73.9720993,40.76557159,Saturday,10128,Manhattan,10065,Manhattan
5938,id1376058,1,3/2/16 0:04,3/2/16 0:12,1,-73.95160675,40.71401215,-73.9495163,40.69542694,Wednesday,11211,Brooklyn,11206,Brooklyn
5939,id0672547,1,3/29/16 15:42,3/29/16 15:57,1,-74.00228119,40.72914886,-73.99404907,40.7647934,Tuesday,10014,Manhattan,10019,Manhattan
5940,id3875188,1,3/6/16 0:07,3/6/16 0:14,1,-74.00004578,40.74295044,-73.99051666,40.75619125,Sunday,10011,Manhattan,10018,Manhattan
5941,id0403943,2,4/29/16 7:58,4/29/16 8:12,5,-73.95603943,40.78439331,-73.96405792,40.76511383,Friday,10128,Manhattan,10065,Manhattan
5942,id3878163,2,5/18/16 19:32,5/18/16 19:44,6,-73.96727753,40.76026917,-73.92572021,40.77238846,Wednesday,10022,Manhattan,11102,Queens
5943,id1474282,1,2/24/16 15:48,2/24/16 16:17,1,-73.9792099,40.74952316,-73.9666748,40.7959671,Wednesday,10016,Manhattan,10025,Manhattan
5944,id3873105,1,4/24/16 11:12,4/24/16 11:22,2,-73.96150208,40.77444458,-73.97964478,40.78384018,Sunday,10075,Manhattan,10024,Manhattan
5945,id3559731,1,4/8/16 23:19,4/8/16 23:47,1,-73.99182129,40.72587204,-73.96252441,40.76354218,Friday,10003,Manhattan,10065,Manhattan
5946,id1373618,1,4/17/16 7:20,4/17/16 7:32,1,-73.99000549,40.72545624,-74.01652527,40.70475769,Sunday,10003,Manhattan,10004,Manhattan
5949,id3990854,1,1/9/16 21:03,1/9/16 21:17,2,-73.9932251,40.74226761,-73.98297882,40.76468277,Saturday,10011,Manhattan,10019,Manhattan
5950,id2887722,2,4/23/16 19:53,4/23/16 20:04,1,-73.96251678,40.77869034,-73.97206879,40.75649261,Saturday,10028,Manhattan,10022,Manhattan
5951,id2063208,2,2/20/16 21:31,2/20/16 21:36,2,-73.94848633,40.7822113,-73.9498291,40.77212906,Saturday,10128,Manhattan,10028,Manhattan
5952,id0618063,2,4/8/16 9:21,4/8/16 9:38,1,-73.9917984,40.74973297,-73.96813965,40.77282715,Friday,10001,Manhattan,10023,Manhattan
5953,id3714297,1,6/14/16 16:19,6/14/16 16:37,1,-73.92737579,40.80705261,-73.94698334,40.79418945,Tuesday,10454,Bronx,10029,Manhattan
5954,id2984513,2,3/8/16 17:05,3/8/16 17:18,1,-73.98207855,40.76797867,-73.95191956,40.76657867,Tuesday,10023,Manhattan,10021,Manhattan
5956,id0458315,2,2/17/16 3:52,2/17/16 3:55,1,-73.99423981,40.7508316,-74.00287628,40.75452042,Wednesday,10001,Manhattan,10001,Manhattan
5957,id2338412,2,1/6/16 21:44,1/6/16 22:06,2,-74.00208282,40.75072098,-73.91993713,40.76591873,Wednesday,10001,Manhattan,11103,Queens
5958,id2316966,2,4/29/16 18:34,4/29/16 18:44,5,-73.99404144,40.75117874,-73.98052216,40.74845886,Friday,10001,Manhattan,10016,Manhattan
5960,id0199587,1,6/16/16 15:54,6/16/16 16:10,1,-73.9870224,40.73933411,-73.9776001,40.7506752,Thursday,10010,Manhattan,10017,Manhattan
5961,id1839663,1,3/24/16 19:21,3/24/16 19:28,1,-73.96976471,40.75744629,-73.95721436,40.76816177,Thursday,10022,Manhattan,10021,Manhattan
5962,id2444410,1,1/19/16 14:03,1/19/16 14:20,1,-73.95786285,40.77364731,-73.96788788,40.76379395,Tuesday,10075,Manhattan,10065,Manhattan
5963,id1193585,1,1/31/16 19:01,1/31/16 19:14,1,-73.95196533,40.77776337,-73.97336578,40.74812317,Sunday,10028,Manhattan,10016,Manhattan
5964,id0888908,2,2/11/16 22:33,2/11/16 22:42,1,-73.98603821,40.72647858,-73.99163055,40.72680283,Thursday,10009,Manhattan,10012,Manhattan
5965,id1028007,1,1/9/16 10:15,1/9/16 10:21,1,-74.00217438,40.73440552,-74.00592041,40.74133682,Saturday,10014,Manhattan,10011,Manhattan
5966,id0913031,2,6/5/16 21:54,6/5/16 22:11,1,-73.98518372,40.7579689,-73.99462128,40.71662903,Sunday,10036,Manhattan,10002,Manhattan
5967,id0568701,1,4/20/16 23:38,4/21/16 0:00,1,-73.98781586,40.71912766,-73.9405365,40.67646027,Wednesday,10002,Manhattan,11213,Brooklyn
5968,id1759559,2,2/2/16 8:31,2/2/16 8:57,1,-73.99176025,40.7313652,-74.001297,40.75639725,Tuesday,10003,Manhattan,10001,Manhattan
5970,id2968505,2,4/1/16 16:17,4/1/16 16:22,1,-73.97557831,40.75153732,-73.97642517,40.74168015,Friday,10017,Manhattan,10016,Manhattan
5972,id1657820,2,3/9/16 20:29,3/9/16 20:39,5,-73.99406433,40.7461586,-73.98874664,40.7313118,Wednesday,10001,Manhattan,10003,Manhattan
5974,id3997120,2,2/20/16 16:44,2/20/16 17:02,5,-73.96579742,40.76243591,-73.99419403,40.74106216,Saturday,10065,Manhattan,10011,Manhattan
5975,id0980711,1,6/1/16 8:44,6/1/16 8:49,1,-73.99204254,40.74977875,-74.00564575,40.7400856,Wednesday,10001,Manhattan,10014,Manhattan
5976,id1328862,1,3/25/16 18:31,3/25/16 18:46,2,-73.99234009,40.76012039,-74.00218964,40.73293686,Friday,10036,Manhattan,10014,Manhattan
5979,id1753881,2,1/2/16 15:01,1/2/16 15:14,5,-74.00411987,40.74214172,-73.9786377,40.75371933,Saturday,10011,Manhattan,10017,Manhattan
5980,id2921077,1,5/25/16 23:06,5/25/16 23:31,3,-73.96028137,40.76232147,-73.8829422,40.74700928,Wednesday,10065,Manhattan,11373,Queens
5981,id0222160,2,3/5/16 2:59,3/5/16 3:07,1,-74.00196075,40.73958206,-73.98923492,40.73510361,Saturday,10011,Manhattan,10003,Manhattan
5982,id0651792,2,4/16/16 9:43,4/16/16 9:52,1,-74.00547791,40.71223068,-74.01273346,40.70228958,Saturday,10038,Manhattan,10004,Manhattan
5983,id2606945,2,5/25/16 17:33,5/25/16 17:46,2,-73.985672,40.74375153,-73.97827911,40.75091553,Wednesday,10016,Manhattan,10017,Manhattan
5984,id2789541,2,5/11/16 17:02,5/11/16 17:20,2,-73.97783661,40.75478745,-73.98059082,40.77420807,Wednesday,10017,Manhattan,10023,Manhattan
5985,id0255117,2,5/17/16 17:05,5/17/16 17:10,1,-73.98090363,40.74483109,-73.98880005,40.73476791,Tuesday,10016,Manhattan,10003,Manhattan
5986,id2509367,2,5/28/16 22:30,5/28/16 22:50,1,-73.95931244,40.76747894,-74.00760651,40.74108124,Saturday,10021,Manhattan,10014,Manhattan
5987,id1119203,1,1/19/16 17:13,1/19/16 17:27,1,-73.99076843,40.74983978,-73.9855957,40.76199341,Tuesday,10001,Manhattan,10019,Manhattan
5988,id0488308,1,2/9/16 10:29,2/9/16 10:37,1,-73.99706268,40.72564316,-74.00415039,40.74142456,Tuesday,10012,Manhattan,10011,Manhattan
5989,id1902327,1,6/16/16 17:06,6/16/16 17:22,1,-73.98860931,40.76391983,-73.99649811,40.76338577,Thursday,10019,Manhattan,10036,Manhattan
5991,id3687265,1,1/28/16 11:51,1/28/16 12:08,1,-73.98036957,40.74837112,-73.96638489,40.76732635,Thursday,10016,Manhattan,10065,Manhattan
5993,id1938592,2,1/21/16 12:01,1/21/16 12:09,2,-74.00782013,40.7387085,-73.99347687,40.74290848,Thursday,10014,Manhattan,10011,Manhattan
5994,id3490593,2,1/9/16 23:39,1/9/16 23:48,1,-73.98693848,40.72975159,-73.98815155,40.72399902,Saturday,10003,Manhattan,10003,Manhattan
5995,id2861026,1,2/18/16 21:43,2/18/16 22:02,1,-73.99290466,40.75326157,-73.95052338,40.77917862,Thursday,10018,Manhattan,10128,Manhattan
5996,id2375163,2,5/12/16 21:33,5/12/16 21:42,1,-73.99104309,40.76063156,-74.00521088,40.73616028,Thursday,10036,Manhattan,10014,Manhattan
5997,id1650136,2,3/10/16 21:43,3/10/16 21:54,2,-73.99584961,40.75428772,-73.99513245,40.73326492,Thursday,10001,Manhattan,10003,Manhattan
5998,id3414208,1,2/29/16 22:13,2/29/16 22:22,1,-73.97361755,40.75157547,-73.98506927,40.76000977,Monday,10017,Manhattan,10036,Manhattan
5999,id3296757,1,1/9/16 1:44,1/9/16 2:09,1,-73.93943787,40.69356155,-73.88985443,40.66339874,Saturday,11206,Brooklyn,11207,Brooklyn
6000,id0000278,1,6/4/16 23:59,6/5/16 0:21,2,-73.93376923,40.80263138,-73.99211121,40.74258804,Saturday,10035,Manhattan,10010,Manhattan
6001,id1490087,1,2/11/16 19:11,2/11/16 19:21,1,-73.96437836,40.76020813,-73.94923401,40.72623444,Thursday,10022,Manhattan,11222,Brooklyn
6003,id0104423,1,1/16/16 0:35,1/16/16 0:40,1,-73.99105835,40.73501205,-73.99717712,40.72485733,Saturday,10003,Manhattan,10012,Manhattan
6004,id3519262,2,5/26/16 9:42,5/26/16 10:09,6,-73.98673248,40.73222733,-73.96984863,40.76621628,Thursday,10003,Manhattan,10065,Manhattan
6005,id1134842,2,2/27/16 18:39,2/27/16 19:01,1,-73.96563721,40.76292038,-73.9835434,40.75733185,Saturday,10065,Manhattan,10036,Manhattan
6006,id1377509,2,3/18/16 6:08,3/18/16 6:15,1,-73.95552826,40.78271866,-73.98384857,40.75563049,Friday,10128,Manhattan,10036,Manhattan
6007,id1549380,2,1/17/16 0:44,1/17/16 0:57,2,-74.00204468,40.74559784,-73.97607422,40.75464249,Sunday,10011,Manhattan,10017,Manhattan
6008,id2700311,1,3/31/16 8:26,3/31/16 8:29,1,-73.95549774,40.7725296,-73.95874023,40.76804733,Thursday,10075,Manhattan,10021,Manhattan
6009,id3142379,2,1/1/16 13:56,1/1/16 14:02,1,-73.9516983,40.82495499,-73.94268036,40.83698654,Friday,10031,Manhattan,10032,Manhattan
6010,id1408100,2,2/18/16 15:00,2/18/16 15:08,1,-73.96334839,40.76607132,-73.95365143,40.76567078,Thursday,10065,Manhattan,10021,Manhattan
6011,id0136410,1,6/16/16 1:12,6/16/16 1:20,1,-74.00833893,40.72183609,-74.00700378,40.74873352,Thursday,10013,Manhattan,10011,Manhattan
6012,id1821233,1,4/9/16 18:19,4/9/16 18:21,2,-73.94700623,40.77182388,-73.94966888,40.77684021,Saturday,10028,Manhattan,10028,Manhattan
6014,id0352463,1,6/11/16 21:26,6/11/16 21:46,1,-74.01378632,40.71347809,-73.99752808,40.72136688,Saturday,10007,Manhattan,10012,Manhattan
6015,id1180974,2,3/10/16 23:35,3/10/16 23:47,6,-74.00463104,40.73757935,-73.99178314,40.72232819,Thursday,10014,Manhattan,10002,Manhattan
6016,id3826698,2,2/16/16 22:27,2/16/16 22:40,1,-73.98108673,40.75944138,-74.0014801,40.74608612,Tuesday,10019,Manhattan,10011,Manhattan
6017,id3009519,1,5/16/16 17:16,5/16/16 17:25,1,-73.9426651,40.7905159,-73.96015167,40.77300262,Monday,10029,Manhattan,10021,Manhattan
6018,id2215151,1,2/24/16 21:36,2/24/16 21:50,1,-73.97066498,40.75904083,-73.98732758,40.75893784,Wednesday,10022,Manhattan,10036,Manhattan
6019,id3056666,1,2/24/16 19:41,2/24/16 19:44,1,-73.98703003,40.76039124,-73.99490356,40.76050568,Wednesday,10036,Manhattan,10036,Manhattan
6020,id3361396,1,2/28/16 1:35,2/28/16 1:44,1,-74.00554657,40.73854828,-74.01647186,40.70817947,Sunday,10014,Manhattan,10280,Manhattan
6022,id1159511,1,1/5/16 8:41,1/5/16 8:52,1,-73.98040771,40.73859787,-73.9984436,40.7322464,Tuesday,10010,Manhattan,10011,Manhattan
6024,id3645857,2,6/5/16 15:08,6/5/16 15:16,5,-73.98233032,40.75762177,-73.97411346,40.7481308,Sunday,10036,Manhattan,10016,Manhattan
6025,id2643491,2,1/6/16 14:36,1/6/16 14:47,1,-73.98178101,40.76839828,-73.96640015,40.79003906,Wednesday,10023,Manhattan,10025,Manhattan
6026,id2401523,2,5/3/16 1:36,5/3/16 1:51,2,-74.00262451,40.7498703,-73.96414948,40.80640793,Tuesday,10001,Manhattan,10025,Manhattan
6027,id3957654,2,4/17/16 13:36,4/17/16 13:53,5,-73.99408722,40.75128174,-73.98468018,40.77952957,Sunday,10001,Manhattan,10023,Manhattan
6028,id3007157,1,6/23/16 20:07,6/23/16 20:10,2,-73.96520996,40.75595474,-73.96450043,40.75378036,Thursday,10022,Manhattan,10022,Manhattan
6029,id0245263,1,6/4/16 19:08,6/4/16 19:13,3,-73.95863342,40.77274704,-73.94799042,40.77123642,Saturday,10075,Manhattan,10075,Manhattan
6030,id0537190,2,5/14/16 6:53,5/14/16 6:56,1,-73.98957062,40.77299118,-73.983284,40.76768875,Saturday,10023,Manhattan,10019,Manhattan
6031,id3226782,1,4/24/16 19:22,4/24/16 19:34,1,-73.99481964,40.73247147,-73.97422791,40.75037384,Sunday,10003,Manhattan,10017,Manhattan
6032,id1606701,1,5/14/16 18:29,5/14/16 19:13,1,-73.97109985,40.75557327,-73.97034454,40.76449585,Saturday,10022,Manhattan,10065,Manhattan
6033,id0154441,2,1/10/16 16:00,1/10/16 16:05,1,-73.97535706,40.75242615,-73.9883194,40.73744202,Sunday,10017,Manhattan,10003,Manhattan
6034,id3846944,2,2/16/16 9:16,2/16/16 9:19,3,-73.94567871,40.77814102,-73.95165253,40.77362061,Tuesday,10128,Manhattan,10028,Manhattan
6035,id1889534,1,5/18/16 10:25,5/18/16 10:35,1,-74.00272369,40.73949432,-73.99586487,40.74881744,Wednesday,10014,Manhattan,10001,Manhattan
6036,id0018830,2,4/2/16 16:00,4/2/16 16:26,1,-74.0014801,40.7310791,-74.00631714,40.74996185,Saturday,10014,Manhattan,10001,Manhattan
6037,id1812164,1,1/17/16 0:25,1/17/16 0:28,1,-73.98529816,40.76794052,-73.98440552,40.77475739,Sunday,10019,Manhattan,10023,Manhattan
6038,id1098555,2,1/25/16 17:11,1/25/16 17:29,1,-73.95758057,40.77967834,-73.96980286,40.79394913,Monday,10028,Manhattan,10025,Manhattan
6039,id1473753,2,3/4/16 20:20,3/4/16 20:25,3,-73.98706055,40.75637436,-74.00001526,40.76128769,Friday,10036,Manhattan,10036,Manhattan
6040,id0536221,2,1/3/16 9:39,1/3/16 9:43,1,-74.00390625,40.74308014,-73.99807739,40.73785019,Sunday,10011,Manhattan,10011,Manhattan
6041,id3918943,1,2/8/16 7:52,2/8/16 8:05,1,-73.99878693,40.76126862,-74.01154327,40.71420288,Monday,10036,Manhattan,10007,Manhattan
6042,id2466028,2,4/20/16 20:27,4/20/16 20:36,1,-73.99294281,40.76311874,-73.96537781,40.75967026,Wednesday,10036,Manhattan,10022,Manhattan
6043,id0270323,2,3/27/16 16:25,3/27/16 16:34,2,-74.00563812,40.74055099,-73.99246979,40.7301712,Sunday,10014,Manhattan,10003,Manhattan
6044,id0685662,2,4/23/16 23:18,4/23/16 23:21,2,-73.98203278,40.7686615,-73.98238373,40.77677917,Saturday,10023,Manhattan,10023,Manhattan
6045,id3605098,2,2/19/16 18:45,2/19/16 18:48,1,-74.0041275,40.73128891,-74.00926208,40.72872925,Friday,10014,Manhattan,10014,Manhattan
6046,id2050280,1,1/1/16 17:50,1/1/16 18:04,4,-74.00785828,40.74047852,-73.98464966,40.72038269,Friday,10014,Manhattan,10002,Manhattan
6047,id3595750,2,5/28/16 12:35,5/28/16 12:44,1,-74.00045013,40.76165009,-73.99266815,40.75839996,Saturday,10036,Manhattan,10036,Manhattan
6048,id3267480,1,4/9/16 13:16,4/9/16 13:25,1,-73.98133087,40.75921631,-73.97370148,40.77959061,Saturday,10020,Manhattan,10024,Manhattan
6049,id3022896,2,5/30/16 18:44,5/30/16 19:06,1,-73.98416138,40.72518921,-74.00023651,40.76250839,Monday,10009,Manhattan,10019,Manhattan
6050,id1511841,1,3/11/16 14:37,3/11/16 14:55,1,-73.99473572,40.75043106,-73.9875946,40.77578354,Friday,10001,Manhattan,10023,Manhattan
6051,id1122198,2,6/11/16 15:01,6/11/16 15:25,5,-74.00964355,40.74013138,-73.9993515,40.69335938,Saturday,10014,Manhattan,11201,Brooklyn
6052,id1967843,1,6/30/16 21:35,6/30/16 21:42,1,-73.98217773,40.77239609,-73.96681976,40.7989006,Thursday,10023,Manhattan,10025,Manhattan
6053,id2440071,2,3/5/16 11:32,3/5/16 11:39,1,-73.99976349,40.72062683,-74.00119019,40.73141861,Saturday,10013,Manhattan,10014,Manhattan
6054,id3525165,1,6/26/16 6:35,6/26/16 6:48,1,-73.92855072,40.759552,-73.98568726,40.74804688,Sunday,11106,Queens,10001,Manhattan
6055,id3589844,1,5/23/16 18:17,5/23/16 18:39,1,-73.98233795,40.73158646,-73.98982239,40.75634766,Monday,10009,Manhattan,10018,Manhattan
6056,id0494376,1,4/4/16 6:26,4/4/16 6:35,1,-74.00408173,40.73829651,-73.97059631,40.76309586,Monday,10014,Manhattan,10022,Manhattan
6057,id3205200,1,1/14/16 10:14,1/14/16 10:20,2,-73.94780731,40.77502441,-73.95562744,40.76431656,Thursday,10028,Manhattan,10021,Manhattan
